n-gram (n =2),Location
"{missa,persulto}",prud. ham. 1.10 |4.5|
"{missa,throno}",prud. ham. 1.10 |4.6|
"{missa,thronus}",prud. ham. 1.10 |4.6|
"{missum,persultat}",prud. ham. 1.10 |4.5|
"{missum,persulto}",prud. ham. 1.10 |4.5|
"{missum,throno}",prud. ham. 1.10 |4.6|
"{missum,thronus}",prud. ham. 1.10 |4.6|
"{missus,persultat}",prud. ham. 1.10 |4.5|
"{missus,persulto}",prud. ham. 1.10 |4.5|
"{missus,throno}",prud. ham. 1.10 |4.6|
"{missus,thronus}",prud. ham. 1.10 |4.6|
"{mistim,rebus}",prud. ham. 2.78 |5.7|
"{mistim,res}",prud. ham. 2.78 |5.7|
"{mistim,substantia}",prud. ham. 2.78 |5.6|
"{mistim,substo}",prud. ham. 2.78 |5.6|
"{mitificos,incendia}",prud. ham. 2.963 |2.3|
"{mitificos,incendium}",prud. ham. 2.963 |2.3|
"{mitificos,lenta}",prud. ham. 2.963 |2.4|
"{mitificos,lento}",prud. ham. 2.963 |2.4|
"{mitificos,lentus}",prud. ham. 2.963 |2.4|
"{mitificos,uapor}",prud. ham. 2.963 |2.5|
"{mitificos,uapores}",prud. ham. 2.963 |2.5|
"{mitificos,uaporo}",prud. ham. 2.963 |2.5|
"{mittit,nemo}",prud. ham. 2.379 |4.6|
"{mittit,suspiria}",prud. ham. 2.379 |4.5|
"{mittit,suspirium}",prud. ham. 2.379 |4.5|
"{mitto,aeuum}",prud. ham. 2.377 |2.5|
"{mitto,capio}",prud. ham. 2.153 |3.6|
"{mitto,capta}",prud. ham. 2.153 |3.6|
"{mitto,captis}",prud. ham. 2.153 |3.6|
"{mitto,captus}",prud. ham. 2.153 |3.6|
"{mitto,error}",prud. ham. 2.377 |2.4|
"{mitto,erroribus}",prud. ham. 2.377 |2.4|
"{mitto,nectar}",prud. ham. 2.153 |3.5|
"{mitto,nectare}",prud. ham. 2.153 |3.5|
"{mitto,necto}",prud. ham. 2.153 |3.5|
"{mitto,nemo}",prud. ham. 2.379 |4.6|
"{mitto,peccati}",prud. ham. 2.153 |3.4|
"{mitto,peccatum}",prud. ham. 2.153 |3.4|
"{mitto,pecco}",prud. ham. 2.153 |3.4|
"{mitto,persultat}",prud. ham. 1.10 |4.5|
"{mitto,persulto}",prud. ham. 1.10 |4.5|
"{mitto,suspiria}",prud. ham. 2.379 |4.5|
"{mitto,suspirium}",prud. ham. 2.379 |4.5|
"{mitto,throno}",prud. ham. 1.10 |4.6|
"{mitto,thronus}",prud. ham. 1.10 |4.6|
"{mitto,uoluo}",prud. ham. 2.377 |2.3|
"{mitto,uoluunt}",prud. ham. 2.377 |2.3|
"{mixta,marito}",prud. ham. 2.612 |4.5|
"{mixta,maritus}",prud. ham. 2.612 |4.5|
"{mixtim,rebus}",prud. ham. 2.78 |5.7|
"{mixtim,res}",prud. ham. 2.78 |5.7|
"{mixtim,substantia}",prud. ham. 2.78 |5.6|
"{mixtim,substo}",prud. ham. 2.78 |5.6|
"{moabitidis,et}",prud. ham. 2.778 |4.5|
"{moabitidis,orphan}",prud. ham. 2.778 |4.7|
"{moabitidis,simul}",prud. ham. 2.778 |4.6|
"{mobile,acuo}",prud. ham. 2.546 |1.5|
"{mobile,acutum}",prud. ham. 2.546 |1.5|
"{mobile,acutus}",prud. ham. 2.546 |1.5|
"{mobile,agitabile}",prud. ham. 2.546 |1.4|
"{mobile,sollicitum}",prud. ham. 2.546 |1.2|
"{mobile,sollicitus}",prud. ham. 2.546 |1.2|
"{mobile,uelox}",prud. ham. 2.546 |1.3|
"{mobilis,acuo}",prud. ham. 2.546 |1.5|
"{mobilis,acutum}",prud. ham. 2.546 |1.5|
"{mobilis,acutus}",prud. ham. 2.546 |1.5|
"{mobilis,agitabile}",prud. ham. 2.546 |1.4|
"{mobilis,sollicitum}",prud. ham. 2.546 |1.2|
"{mobilis,sollicitus}",prud. ham. 2.546 |1.2|
"{mobilis,uelox}",prud. ham. 2.546 |1.3|
"{mobilitas,animi}",prud. ham. 2.739 |1.2|
"{mobilitas,animus}",prud. ham. 2.739 |1.2|
"{mobilitas,muliebre}",prud. ham. 2.739 |1.4|
"{mobilitas,muliebris}",prud. ham. 2.739 |1.4|
"{mobilitas,retrorsus}",prud. ham. 2.739 |1.5|
"{mobilitas,retrouersus}",prud. ham. 2.739 |1.5|
"{mobilitas,torqueo}",prud. ham. 2.739 |1.3|
"{mobilitas,torsit}",prud. ham. 2.739 |1.3|
"{mobilitate,animi}",prud. ham. 2.739 |1.2|
"{mobilitate,animus}",prud. ham. 2.739 |1.2|
"{mobilitate,muliebre}",prud. ham. 2.739 |1.4|
"{mobilitate,muliebris}",prud. ham. 2.739 |1.4|
"{mobilitate,retrorsus}",prud. ham. 2.739 |1.5|
"{mobilitate,retrouersus}",prud. ham. 2.739 |1.5|
"{mobilitate,torqueo}",prud. ham. 2.739 |1.3|
"{mobilitate,torsit}",prud. ham. 2.739 |1.3|
"{mobilito,animi}",prud. ham. 2.739 |1.2|
"{mobilito,animus}",prud. ham. 2.739 |1.2|
"{mobilito,muliebre}",prud. ham. 2.739 |1.4|
"{mobilito,muliebris}",prud. ham. 2.739 |1.4|
"{mobilito,retrorsus}",prud. ham. 2.739 |1.5|
"{mobilito,retrouersus}",prud. ham. 2.739 |1.5|
"{mobilito,torqueo}",prud. ham. 2.739 |1.3|
"{mobilito,torsit}",prud. ham. 2.739 |1.3|
"{moderamen,leges}",prud. ham. 2.246 |4.5|
"{moderamen,lego}",prud. ham. 2.246 |4.5|
"{moderamen,lex}",prud. ham. 2.246 |4.5|
"{moderamine,leges}",prud. ham. 2.246 |4.5|
"{moderamine,lego}",prud. ham. 2.246 |4.5|
"{moderamine,lex}",prud. ham. 2.246 |4.5|
"{moderante,duco}",prud. ham. 2.933 |2.7|
"{moderante,princeps}",prud. ham. 2.933 |2.6|
"{moderante,principe}",prud. ham. 2.933 |2.6|
"{moderante,regor}",prud. ham. 2.933 |2.3|
"{moderante,te}",prud. ham. 2.933 |2.1|
"{moderante,tu}",prud. ham. 2.933 |2.1|
"{moderante,uita}",prud. ham. 2.933 |2.5|
"{moderante,uitam}",prud. ham. 2.933 |2.5|
"{modero,duco}",prud. ham. 2.933 |2.7|
"{modero,princeps}",prud. ham. 2.933 |2.6|
"{modero,principe}",prud. ham. 2.933 |2.6|
"{modero,regor}",prud. ham. 2.933 |2.3|
"{modero,te}",prud. ham. 2.933 |2.1|
"{modero,tu}",prud. ham. 2.933 |2.1|
"{modero,uita}",prud. ham. 2.933 |2.5|
"{modero,uitam}",prud. ham. 2.933 |2.5|
"{modo,anima}",prud. ham. 2.654 |2.4|
"{modo,animo}",prud. ham. 2.654 |2.4|
"{modo,casta}",prud. ham. 2.547 |2.3|
"{modo,castum}",prud. ham. 2.547 |2.3|
"{modo,castus}",prud. ham. 2.547 |2.3|
"{modo,et}",prud. ham. 2.547 |2.6|
"{modo,expers}",prud. ham. 2.654 |2.5|
"{modo,expertemque}",prud. ham. 2.654 |2.5|
"{modo,ipse}",prud. ham. 2.547 |2.7|
"{modo,ipsi}",prud. ham. 2.547 |2.7|
"{modo,nefandi}",prud. ham. 2.654 |2.6|
"{modo,nefandus}",prud. ham. 2.654 |2.6|
"{modo,sese}",prud. ham. 2.654 |2.3|
"{modo,sui}",prud. ham. 2.654 |2.3|
"{modo,suum}",prud. ham. 2.547 |2.4|
"{modo,suus}",prud. ham. 2.547 |2.4|
"{modo,ueneretur}",prud. ham. 2.547 |2.5|
"{modo,ueneror}",prud. ham. 2.547 |2.5|
"{modulamina,puella}",prud. ham. 2.316 |4.6|
"{modulamina,puellae}",prud. ham. 2.316 |4.6|
"{modulamina,uana}",prud. ham. 2.316 |4.5|
"{modulamina,uano}",prud. ham. 2.316 |4.5|
"{modulamina,uanum}",prud. ham. 2.316 |4.5|
"{modulamina,uanus}",prud. ham. 2.316 |4.5|
"{modum,fruendi}",prud. ham. 2.331 |3.5|
"{modum,fruor}",prud. ham. 2.331 |3.5|
"{modum,rapio}",prud. ham. 2.237 |3.4|
"{modum,rapiuntque}",prud. ham. 2.237 |3.4|
"{modum,ruo}",prud. ham. 2.237 |3.5|
"{modum,ruuntque}",prud. ham. 2.237 |3.5|
"{modum,seruare}",prud. ham. 2.331 |3.4|
"{modum,seruo}",prud. ham. 2.331 |3.4|
"{modus,anima}",prud. ham. 2.654 |2.4|
"{modus,animo}",prud. ham. 2.654 |2.4|
"{modus,casta}",prud. ham. 2.547 |2.3|
"{modus,castum}",prud. ham. 2.547 |2.3|
"{modus,castus}",prud. ham. 2.547 |2.3|
"{modus,et}",prud. ham. 2.547 |2.6|
"{modus,expers}",prud. ham. 2.654 |2.5|
"{modus,expertemque}",prud. ham. 2.654 |2.5|
"{modus,fruendi}",prud. ham. 2.331 |3.5|
"{modus,fruor}",prud. ham. 2.331 |3.5|
"{modus,ipse}",prud. ham. 2.547 |2.7|
"{modus,ipsi}",prud. ham. 2.547 |2.7|
"{modus,nefandi}",prud. ham. 2.654 |2.6|
"{modus,nefandus}",prud. ham. 2.654 |2.6|
"{modus,rapio}",prud. ham. 2.237 |3.4|
"{modus,rapiuntque}",prud. ham. 2.237 |3.4|
"{modus,ruo}",prud. ham. 2.237 |3.5|
"{modus,ruuntque}",prud. ham. 2.237 |3.5|
"{modus,seruare}",prud. ham. 2.331 |3.4|
"{modus,seruo}",prud. ham. 2.331 |3.4|
"{modus,sese}",prud. ham. 2.654 |2.3|
"{modus,sui}",prud. ham. 2.654 |2.3|
"{modus,suum}",prud. ham. 2.547 |2.4|
"{modus,suus}",prud. ham. 2.547 |2.4|
"{modus,ueneretur}",prud. ham. 2.547 |2.5|
"{modus,ueneror}",prud. ham. 2.547 |2.5|
"{moenia,alo}",prud. ham. 2.758 |5.7|
"{moenia,alto}",prud. ham. 2.758 |5.7|
"{moenia,altum}",prud. ham. 2.758 |5.7|
"{moenia,altus}",prud. ham. 2.758 |5.7|
"{moenia,cerneret}",prud. ham. 2.734 |4.5|
"{moenia,cerno}",prud. ham. 2.734 |4.5|
"{moenia,ignes}",prud. ham. 2.734 |4.6|
"{moenia,ignis}",prud. ham. 2.734 |4.6|
"{moenia,respicio}",prud. ham. 2.758 |5.6|
"{moenia,respicit}",prud. ham. 2.758 |5.6|
"{moenia,uallo}",prud. ham. 2.493 |6.7|
"{moenia,uallum}",prud. ham. 2.493 |6.7|
"{moenia,uallus}",prud. ham. 2.493 |6.7|
"{mole,elementum}",prud. ham. 2.904 |4.7|
"{mole,sino}",prud. ham. 2.904 |4.5|
"{mole,situm}",prud. ham. 2.904 |4.5|
"{mole,sordens}",prud. ham. 2.904 |4.6|
"{mole,sordeo}",prud. ham. 2.904 |4.6|
"{moles,elementum}",prud. ham. 2.904 |4.7|
"{moles,sino}",prud. ham. 2.904 |4.5|
"{moles,situm}",prud. ham. 2.904 |4.5|
"{moles,sordens}",prud. ham. 2.904 |4.6|
"{moles,sordeo}",prud. ham. 2.904 |4.6|
"{molior,minister}",prud. ham. 2.166 |5.6|
"{molior,ministros}",prud. ham. 2.166 |5.6|
"{molita,minister}",prud. ham. 2.166 |5.6|
"{molita,ministros}",prud. ham. 2.166 |5.6|
"{molitum,minister}",prud. ham. 2.166 |5.6|
"{molitum,ministros}",prud. ham. 2.166 |5.6|
"{molitus,minister}",prud. ham. 2.166 |5.6|
"{molitus,ministros}",prud. ham. 2.166 |5.6|
"{molle,ala}",prud. ham. 2.811 |1.6|
"{molle,alas}",prud. ham. 2.811 |1.6|
"{molle,alo}",prud. ham. 2.811 |1.6|
"{molle,circumligat}",prud. ham. 2.811 |1.5|
"{molle,circumligo}",prud. ham. 2.811 |1.5|
"{molle,foret}",prud. ham. 2.325 |4.5|
"{molle,glus}",prud. ham. 2.811 |1.4|
"{molle,gluten}",prud. ham. 2.811 |1.4|
"{molle,glutus}",prud. ham. 2.811 |1.4|
"{molle,horrens}",prud. ham. 2.325 |4.9|
"{molle,horreo}",prud. ham. 2.325 |4.9|
"{molle,implico}",prud. ham. 2.811 |1.3|
"{molle,inplicitas}",prud. ham. 2.811 |1.3|
"{molle,lene}",prud. ham. 2.325 |4.7|
"{molle,lenis}",prud. ham. 2.325 |4.7|
"{molle,qui}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{molle,quid}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{molle,quis}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{molle,sum}",prud. ham. 2.325 |4.5|
"{molle,uel}",prud. ham. 2.811 |1.2|
"{molleo,ala}",prud. ham. 2.811 |1.6|
"{molleo,alas}",prud. ham. 2.811 |1.6|
"{molleo,alo}",prud. ham. 2.811 |1.6|
"{molleo,circumligat}",prud. ham. 2.811 |1.5|
"{molleo,circumligo}",prud. ham. 2.811 |1.5|
"{molleo,foret}",prud. ham. 2.325 |4.5|
"{molleo,glus}",prud. ham. 2.811 |1.4|
"{molleo,gluten}",prud. ham. 2.811 |1.4|
"{molleo,glutus}",prud. ham. 2.811 |1.4|
"{molleo,horrens}",prud. ham. 2.325 |4.9|
"{molleo,horreo}",prud. ham. 2.325 |4.9|
"{molleo,implico}",prud. ham. 2.811 |1.3|
"{molleo,inplicitas}",prud. ham. 2.811 |1.3|
"{molleo,lene}",prud. ham. 2.325 |4.7|
"{molleo,lenis}",prud. ham. 2.325 |4.7|
"{molleo,qui}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{molleo,quid}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{molleo,quis}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{molleo,sum}",prud. ham. 2.325 |4.5|
"{molleo,uel}",prud. ham. 2.811 |1.2|
"{mollescere,colo}",prud. ham. 2.282 |5.6|
"{mollescere,cultu}",prud. ham. 2.282 |5.6|
"{mollescere,cultus}",prud. ham. 2.282 |5.6|
"{mollesco,colo}",prud. ham. 2.282 |5.6|
"{mollesco,cultu}",prud. ham. 2.282 |5.6|
"{mollesco,cultus}",prud. ham. 2.282 |5.6|
"{mollis,ala}",prud. ham. 2.811 |1.6|
"{mollis,alas}",prud. ham. 2.811 |1.6|
"{mollis,alo}",prud. ham. 2.811 |1.6|
"{mollis,circumligat}",prud. ham. 2.811 |1.5|
"{mollis,circumligo}",prud. ham. 2.811 |1.5|
"{mollis,foret}",prud. ham. 2.325 |4.5|
"{mollis,glus}",prud. ham. 2.811 |1.4|
"{mollis,gluten}",prud. ham. 2.811 |1.4|
"{mollis,glutus}",prud. ham. 2.811 |1.4|
"{mollis,horrens}",prud. ham. 2.325 |4.9|
"{mollis,horreo}",prud. ham. 2.325 |4.9|
"{mollis,implico}",prud. ham. 2.811 |1.3|
"{mollis,inplicitas}",prud. ham. 2.811 |1.3|
"{mollis,lene}",prud. ham. 2.325 |4.7|
"{mollis,lenis}",prud. ham. 2.325 |4.7|
"{mollis,qui}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{mollis,quid}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{mollis,quis}","prud. ham. 2.325 |4.1| , prud. ham. 2.325 |4.1|"
"{mollis,sum}",prud. ham. 2.325 |4.5|
"{mollis,tactu}",prud. ham. 2.292 |6.7|
"{mollis,tactus}",prud. ham. 2.292 |6.7|
"{mollis,tango}",prud. ham. 2.292 |6.7|
"{mollis,uel}",prud. ham. 2.811 |1.2|
"{mollissima,tactu}",prud. ham. 2.292 |6.7|
"{mollissima,tactus}",prud. ham. 2.292 |6.7|
"{mollissima,tango}",prud. ham. 2.292 |6.7|
"{molo,elementum}",prud. ham. 2.904 |4.7|
"{molo,minister}",prud. ham. 2.166 |5.6|
"{molo,ministros}",prud. ham. 2.166 |5.6|
"{molo,sino}",prud. ham. 2.904 |4.5|
"{molo,situm}",prud. ham. 2.904 |4.5|
"{molo,sordens}",prud. ham. 2.904 |4.6|
"{molo,sordeo}",prud. ham. 2.904 |4.6|
"{monentem,neglegat}",prud. ham. 1.40 |5.6|
"{monentem,neglego}",prud. ham. 1.40 |5.6|
"{moneo,at}",prud. ham. 2.738 |2.5|
"{moneo,fugias}",prud. ham. 2.703 |2.4|
"{moneo,fugio}",prud. ham. 2.703 |2.4|
"{moneo,iniustum}",prud. ham. 2.703 |2.3|
"{moneo,iniustus}",prud. ham. 2.703 |2.3|
"{moneo,iusta}",prud. ham. 2.703 |2.5|
"{moneo,iustumque}",prud. ham. 2.703 |2.5|
"{moneo,iustus}",prud. ham. 2.703 |2.5|
"{moneo,leuis}",prud. ham. 2.738 |2.6|
"{moneo,neglegat}",prud. ham. 1.40 |5.6|
"{moneo,neglego}",prud. ham. 1.40 |5.6|
"{moneo,obtemperat}",prud. ham. 2.738 |2.4|
"{moneo,obtempero}",prud. ham. 2.738 |2.4|
"{moneo,sapiens}",prud. ham. 2.738 |2.3|
"{moneo,sapio}",prud. ham. 2.738 |2.3|
"{moneo,sequaris}",prud. ham. 2.703 |2.6|
"{moneo,sequor}",prud. ham. 2.703 |2.6|
"{moneo,uxor}",prud. ham. 2.738 |2.7|
"{monitis,at}",prud. ham. 2.738 |2.5|
"{monitis,leuis}",prud. ham. 2.738 |2.6|
"{monitis,obtemperat}",prud. ham. 2.738 |2.4|
"{monitis,obtempero}",prud. ham. 2.738 |2.4|
"{monitis,sapiens}",prud. ham. 2.738 |2.3|
"{monitis,sapio}",prud. ham. 2.738 |2.3|
"{monitis,uxor}",prud. ham. 2.738 |2.7|
"{monitum,at}",prud. ham. 2.738 |2.5|
"{monitum,leuis}",prud. ham. 2.738 |2.6|
"{monitum,obtemperat}",prud. ham. 2.738 |2.4|
"{monitum,obtempero}",prud. ham. 2.738 |2.4|
"{monitum,sapiens}",prud. ham. 2.738 |2.3|
"{monitum,sapio}",prud. ham. 2.738 |2.3|
"{monitum,uxor}",prud. ham. 2.738 |2.7|
"{monumenta,insigne}",prud. ham. 2.723 |3.4|
"{monumenta,insignia}",prud. ham. 2.723 |3.4|
"{monumenta,insignis}",prud. ham. 2.723 |3.4|
"{monumenta,noxa}",prud. ham. 2.748 |4.6|
"{monumenta,noxae}",prud. ham. 2.748 |4.6|
"{monumenta,rerum}",prud. ham. 2.723 |3.5|
"{monumenta,res}",prud. ham. 2.723 |3.5|
"{monumenta,rigentia}",prud. ham. 2.748 |4.5|
"{monumenta,rigeo}",prud. ham. 2.748 |4.5|
"{monumentum,insigne}",prud. ham. 2.723 |3.4|
"{monumentum,insignia}",prud. ham. 2.723 |3.4|
"{monumentum,insignis}",prud. ham. 2.723 |3.4|
"{monumentum,noxa}",prud. ham. 2.748 |4.6|
"{monumentum,noxae}",prud. ham. 2.748 |4.6|
"{monumentum,rerum}",prud. ham. 2.723 |3.5|
"{monumentum,res}",prud. ham. 2.723 |3.5|
"{monumentum,rigentia}",prud. ham. 2.748 |4.5|
"{monumentum,rigeo}",prud. ham. 2.748 |4.5|
"{morborum,pestibus}",prud. ham. 2.389 |4.5|
"{morborum,pestis}",prud. ham. 2.389 |4.5|
"{morborum,urgeo}",prud. ham. 2.389 |4.6|
"{morborum,urget}",prud. ham. 2.389 |4.6|
"{morbus,crimen}",prud. ham. 2.118 |3.6|
"{morbus,crimine}",prud. ham. 2.118 |3.6|
"{morbus,edat}",prud. ham. 2.118 |3.4|
"{morbus,edo}",prud. ham. 2.118 |3.4|
"{morbus,multo}",prud. ham. 2.118 |3.7|
"{morbus,multus}",prud. ham. 2.118 |3.7|
"{morbus,pestibus}",prud. ham. 2.389 |4.5|
"{morbus,pestis}",prud. ham. 2.389 |4.5|
"{morbus,qui}",prud. ham. 2.118 |3.2|
"{morbus,quis}",prud. ham. 2.118 |3.2|
"{morbus,quod}",prud. ham. 2.118 |3.2|
"{morbus,urgeo}",prud. ham. 2.389 |4.6|
"{morbus,urget}",prud. ham. 2.389 |4.6|
"{mordicus,haurio}",prud. ham. 2.590 |5.6|
"{mordicus,haustum}",prud. ham. 2.590 |5.6|
"{mordicus,haustus}",prud. ham. 2.590 |5.6|
"{mores,fori}",prud. ham. 2.760 |2.6|
"{mores,foris}",prud. ham. 2.760 |2.6|
"{mores,forum}",prud. ham. 2.760 |2.6|
"{mores,forumque}",prud. ham. 2.760 |2.6|
"{mores,forus}",prud. ham. 2.760 |2.6|
"{mores,iura}",prud. ham. 2.760 |2.5|
"{mores,iuro}",prud. ham. 2.760 |2.5|
"{mores,ius}",prud. ham. 2.760 |2.5|
"{mores,populi}",prud. ham. 2.760 |2.3|
"{mores,populus}",prud. ham. 2.760 |2.3|
"{mores,tabularia}",prud. ham. 2.760 |2.4|
"{mores,tabularis}",prud. ham. 2.760 |2.4|
"{mores,tabularius}",prud. ham. 2.760 |2.4|
"{mori,de}",prud. ham. 2.154 |2.7|
"{mori,est}",prud. ham. 2.154 |2.3|
"{mori,in}",prud. ham. 2.154 |2.5|
"{mori,non}",prud. ham. 2.831 |4.2|
"{mori,peste}",prud. ham. 2.154 |2.8|
"{mori,pestis}",prud. ham. 2.154 |2.8|
"{mori,posse}",prud. ham. 2.831 |4.3|
"{mori,possum}",prud. ham. 2.831 |4.3|
"{mori,sum}",prud. ham. 2.154 |2.3|
"{mori,tanta}",prud. ham. 2.154 |2.4|
"{mori,tantus}",prud. ham. 2.154 |2.4|
"{mori,tenebrae}",prud. ham. 2.154 |2.6|
"{mori,tenebris}",prud. ham. 2.154 |2.6|
"{mori,uicissim}",prud. ham. 2.831 |4.7|
"{mori,uoluptas}",prud. ham. 2.154 |2.9|
"{moribus,barbara}",prud. ham. 2.456 |1.6|
"{moribus,barbarum}",prud. ham. 2.456 |1.6|
"{moribus,barbarus}",prud. ham. 2.456 |1.6|
"{moribus,et}",prud. ham. 2.456 |1.2|
"{moribus,exuo}",prud. ham. 2.456 |1.4|
"{moribus,exutae}",prud. ham. 2.456 |1.4|
"{moribus,in}",prud. ham. 2.456 |1.5|
"{moribus,iura}",prud. ham. 2.456 |1.7|
"{moribus,iuro}",prud. ham. 2.456 |1.7|
"{moribus,ius}",prud. ham. 2.456 |1.7|
"{moribus,patria}",prud. ham. 2.456 |1.3|
"{moribus,patriis}",prud. ham. 2.456 |1.3|
"{moribus,patrium}",prud. ham. 2.456 |1.3|
"{moribus,patrius}",prud. ham. 2.456 |1.3|
"{morion,de}",prud. ham. 2.154 |2.7|
"{morion,est}",prud. ham. 2.154 |2.3|
"{morion,in}",prud. ham. 2.154 |2.5|
"{morion,non}",prud. ham. 2.831 |4.2|
"{morion,peste}",prud. ham. 2.154 |2.8|
"{morion,pestis}",prud. ham. 2.154 |2.8|
"{morion,posse}",prud. ham. 2.831 |4.3|
"{morion,possum}",prud. ham. 2.831 |4.3|
"{morion,sum}",prud. ham. 2.154 |2.3|
"{morion,tanta}",prud. ham. 2.154 |2.4|
"{morion,tantus}",prud. ham. 2.154 |2.4|
"{morion,tenebrae}",prud. ham. 2.154 |2.6|
"{morion,tenebris}",prud. ham. 2.154 |2.6|
"{morion,uicissim}",prud. ham. 2.831 |4.7|
"{morion,uoluptas}",prud. ham. 2.154 |2.9|
"{morior,de}",prud. ham. 2.154 |2.7|
"{morior,deputans}",prud. ham. 1.29 |3.4|
"{morior,est}",prud. ham. 2.154 |2.3|
"{morior,in}",prud. ham. 2.154 |2.5|
"{morior,mariti}",prud. ham. 2.586 |3.5|
"{morior,maritum}",prud. ham. 2.586 |3.5|
"{morior,maritus}",prud. ham. 2.586 |3.5|
"{morior,non}",prud. ham. 2.831 |4.2|
"{morior,obscena}",prud. ham. 2.586 |3.4|
"{morior,obscenum}",prud. ham. 2.586 |3.4|
"{morior,obscenus}",prud. ham. 2.586 |3.4|
"{morior,peste}",prud. ham. 2.154 |2.8|
"{morior,pestis}",prud. ham. 2.154 |2.8|
"{morior,posse}",prud. ham. 2.831 |4.3|
"{morior,possum}",prud. ham. 2.831 |4.3|
"{morior,sum}",prud. ham. 2.154 |2.3|
"{morior,tanta}",prud. ham. 2.154 |2.4|
"{morior,tantus}",prud. ham. 2.154 |2.4|
"{morior,tenebrae}",prud. ham. 2.154 |2.6|
"{morior,tenebris}",prud. ham. 2.154 |2.6|
"{morior,uicissim}",prud. ham. 2.831 |4.7|
"{morior,uoluptas}",prud. ham. 2.154 |2.9|
"{moriturum,mariti}",prud. ham. 2.586 |3.5|
"{moriturum,maritum}",prud. ham. 2.586 |3.5|
"{moriturum,maritus}",prud. ham. 2.586 |3.5|
"{moriturum,obscena}",prud. ham. 2.586 |3.4|
"{moriturum,obscenum}",prud. ham. 2.586 |3.4|
"{moriturum,obscenus}",prud. ham. 2.586 |3.4|
"{mors,aut}",prud. ham. 2.584 |2.7|
"{mors,coepi}",prud. ham. 1.20 |1.3|
"{mors,coepit}",prud. ham. 1.20 |1.3|
"{mors,cogis}",prud. ham. 2.149 |2.7|
"{mors,cogo}",prud. ham. 2.149 |2.7|
"{mors,de}","prud. ham. 2.115 |3.4| , prud. ham. 2.584 |2.8|"
"{mors,deserit}",prud. ham. 2.837 |5.6|
"{mors,desero}",prud. ham. 2.837 |5.6|
"{mors,discrimen}",prud. ham. 2.370 |2.4|
"{mors,discrimina}",prud. ham. 2.370 |2.4|
"{mors,discrimino}",prud. ham. 2.370 |2.4|
"{mors,fertilis}",prud. ham. 2.584 |2.6|
"{mors,fomes}",prud. ham. 2.115 |3.5|
"{mors,fomite}",prud. ham. 2.115 |3.5|
"{mors,frater}",prud. ham. 1.63 |3.4|
"{mors,fratris}",prud. ham. 1.63 |3.4|
"{mors,halitus}",prud. ham. 1.63 |3.5|
"{mors,horrida}",prud. ham. 2.704 |7.8|
"{mors,horridus}",prud. ham. 2.704 |7.8|
"{mors,inchoator}",prud. ham. 1.27 |3.4|
"{mors,iniqui}",prud. ham. 2.704 |7.9|
"{mors,iniquus}",prud. ham. 2.704 |7.9|
"{mors,innocens}",prud. ham. 1.20 |1.4|
"{mors,innocentis}",prud. ham. 1.20 |1.4|
"{mors,inter}",prud. ham. 2.370 |2.3|
"{mors,ipsa}",prud. ham. 2.837 |5.7|
"{mors,ipse}",prud. ham. 2.837 |5.7|
"{mors,ludo}",prud. ham. 2.370 |2.5|
"{mors,ludunt}",prud. ham. 2.370 |2.5|
"{mors,magister}",prud. ham. 2.720 |5.6|
"{mors,magistrum}",prud. ham. 2.720 |5.6|
"{mors,mortalia}",prud. ham. 2.149 |2.5|
"{mors,mortalis}",prud. ham. 2.149 |2.5|
"{mors,non}","prud. ham. 2.149 |2.4| , prud. ham. 2.584 |2.4|"
"{mors,pectora}",prud. ham. 2.149 |2.6|
"{mors,pectus}",prud. ham. 2.149 |2.6|
"{mors,prima}",prud. ham. 1.20 |1.2|
"{mors,primus}",prud. ham. 1.20 |1.2|
"{mors,qui}",prud. ham. 2.149 |2.3|
"{mors,quid}",prud. ham. 2.149 |2.3|
"{mors,quis}",prud. ham. 2.149 |2.3|
"{mors,rusticus}",prud. ham. 1.27 |3.5|
"{mors,sexu}",prud. ham. 2.584 |2.5|
"{mors,sua}",prud. ham. 2.584 |2.3|
"{mors,suus}",prud. ham. 2.584 |2.3|
"{mors,traho}",prud. ham. 2.115 |3.6|
"{mors,traxit}",prud. ham. 2.115 |3.6|
"{mors,uulnere}",prud. ham. 1.20 |1.5|
"{mors,uulnus}",prud. ham. 1.20 |1.5|
"{morsibus,de}",prud. ham. 2.374 |1.4|
"{morsibus,funere}",prud. ham. 2.374 |1.5|
"{morsibus,funus}",prud. ham. 2.374 |1.5|
"{morsibus,gignentum}",prud. ham. 2.571 |1.3|
"{morsibus,hilarem}",prud. ham. 2.374 |1.3|
"{morsibus,hilaris}",prud. ham. 2.374 |1.3|
"{morsibus,hilaro}",prud. ham. 2.374 |1.3|
